sentence,tag_3,tag_7
 রাজধানীর বঙ্গবন্ধু আন্তর্জাতিক সম্মেলন কেন্দ্রে তথ্যপ্রযুক্তির এই আয়োজনের তৃতীয় দিনে বিনিয়োগকারীদের সামনে নিজেদের প্রযুক্তি-উদ্যোগ তুলে ধরেন তরুণেরা,neutral,neutral
 ‘ডেমো ডে ফর টেক রকার্স’ নামের সম্মেলনে দেশের আটটি প্রযুক্তি-উদ্যোগ তুলে ধরা হয়,neutral,neutral
" সম্মেলনের প্রধান অতিথি অধ্যাপক জামিলুর রেজা চৌধুরী বলেন, ‘এখন আমাদের সিলিকন ভ্যালিতে যেতে হচ্ছে না",negative,negative
 উল্টো সিলিকন ভ্যালি থেকে এতটা পথ পাড়ি দিয়ে বাংলাদেশে কয়েকজন মানুষ এসেছেন আমাদের উদ্যোগ দেখতে,positive,mildly positive
’ উদ্যোক্তারা পেয়েছেন তিন মিনিট করে সময়,neutral,neutral
 আরও দুই মিনিট ছিল প্রশ্নোত্তরপর্ব,neutral,neutral
 ইয়ো ডটকম দেখিয়েছে কীভাবে ইন্টারনেট সংযোগ ছাড়া যোগাযোগ ও ফাইল আদান-প্রদানের কাজ সারতে হয়,positive,positive
" অপর দিকে তাৎক্ষণিক বার্তা আদান-প্রদানের ওয়েবসাইট লক্ষ্মীর লক্ষ্য ছিল নিবন্ধন ছাড়াই বাংলায় বার্তা আদান-প্রদান কীভাবে করা যায়, তা দেখানো",positive,positive
 দ্বিমিক কম্পিউটিংয়ের তামিম শাহরিয়ারের উদ্দেশ্য বাংলায় ডিজিটাল মাধ্যমে তথ্যপ্রযুক্তির জ্ঞান বিতরণ,positive,positive
" সূর্যমুখী তৈরি করেছে সূর্য পে নামের অনলাইন লেনদেন পদ্ধতি, যা ই-কমার্সে কাজে লাগবে",positive,mildly positive
 চালডালের ওয়াসিম আলী বিদ্যমান ব্যবসার গণ্ডি বাড়াতে উপস্থাপন করেছেন তাঁর ধারণা,positive,positive
" এ ছাড়া বিপণি ডটকমের রাইসুল কবির, সোর্স বেঙ্গলের মোসাদ্দেক হাসান এবং লুজ মাংকিজ নামের চাকরির ওয়েব পোর্টালের ফারিয়া সামরিন নিজাম তাঁদের নিজ নিজ ব্যবসা সম্প্রসারণের পরিকল্পনা উপস্থাপন করেন",neutral,neutral
" বাংলাদেশ অ্যাসোসিয়েশন অব সফটওয়্যার অ্যান্ড ইনফরমেশন সার্ভিসেসের (বেসিস) সভাপতি শামীম আহসানের সঞ্চালনায় এতে বক্তৃতা করেন বিডিজবসের প্রতিষ্ঠাতা এ কে এম ফাহিম মাশরুর, মাইক্রোসফট বাংলাদেশের কান্ট্রি জেনারেল ম্যানেজার সোনিয়া বশির কবির, টাই সিলিকন ভ্যালির সভাপতি ভেঙ্কটেশ শুক্লা, ফেনক্স ভেঞ্চার ক্যাপিটালের ভাইস প্রেসিডেন্ট কাইল ক্লিং প্রমুখ",neutral,neutral
